Area,Location,Price,Room,Bathroom,House Type,Square Feet
Kuala-Lumpur,     Bangsar South    ,    RM 829 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,993 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,720 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 890 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2450 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 500 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,716 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 185 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,690 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 295 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,855 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 2 280 000     , 5 Bedrooms , 3 Bathrooms , Houses ,3624 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 270 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1071 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 238 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 630 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1378 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 195 000     , 3 Bedrooms , 1 Bathroom , Apartments ,700 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 998 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 195 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 299 000     , 2 Bedrooms , 1 Bathroom , Houses ,1000 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,880 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1080 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 710 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1170 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 550 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1127 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 1 080 000     , 6 Bedrooms , 5 Bathrooms , Houses ,3668 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,930 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 350 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1533 sq.ft
Kuala-Lumpur,     Jalan Ampang    ,    RM 328 050     , 3 Bedrooms , 2 Bathrooms , Apartments ,733 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 750 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1893 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 785 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1440 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 340 000     , 1 Bedroom , 1 Bathroom , Apartments ,732 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,829 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 680 000     , 4 Bedrooms , 6 Bathrooms , Apartments ,3480 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1141 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,922 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 170 000     , 2 Bedrooms , 1 Bathroom , Apartments ,581 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 163 000     , 1 Bedroom , 1 Bathroom , Apartments ,566 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 1 280 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1757 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1075 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 450 000     , 5 Bedrooms , 5 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 590 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1550 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 335 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1006 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 290 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1025 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 650 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1577 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 1 150 000     , 3 Bedrooms , 3 Bathrooms , Houses ,2870 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1100 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 200 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,803 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 248 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Pandan Perdana    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,865 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 485 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1075 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 215 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,624 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,854 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 234 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,760 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 070 000     , 5 Bedrooms , 3 Bathrooms , Houses ,3000 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 3 900 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1231 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 390 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,936 sq.ft
Kuala-Lumpur,     Damansara    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1000 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 360 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1138 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 315 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1056 sq.ft
Kuala-Lumpur,     OUG    ,    RM 920 000     , 4 Bedrooms , 2 Bathrooms , Houses ,3430 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 365 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,800 sq.ft
Kuala-Lumpur,     Bukit Tunku    ,    RM 1 600 000     , 5 Bedrooms , 4 Bathrooms , Apartments ,2827 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 1 800 000     , 5 Bedrooms , 4 Bathrooms , Houses ,5651 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,830 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 579 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 380 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1200 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 820 000     , 7 Bedrooms , 4 Bathrooms , Houses ,5800 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 800 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 180 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 375 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1164 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 750 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,803 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 199 000     , 2 Bedrooms , 1 Bathroom , Apartments ,546 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,903 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 395 000     , 2 Bedrooms , 2 Bathrooms , Houses ,1120 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 467 000     , 1 Bedroom , 1 Bathroom , Apartments ,705 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 688 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 595 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2449 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,950 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 390 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1272 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 540 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1416 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 000 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1759 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 550 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1215 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 435 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1100 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,799 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 780 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1647 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 565 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1600 sq.ft
Kuala-Lumpur,     Bandar Tasik Selatan    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,854 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 750 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1212 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 1 000 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1570 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 780 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1259 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1528 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 830 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1382 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 000 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1570 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,646 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 3 800 000     , 4 Bedrooms , 5 Bathrooms , Apartments ,2195 sq.ft
Kuala-Lumpur,     Bukit Bintang    ,    RM 3 800 000     , 4 Bedrooms , 5 Bathrooms , Apartments ,2195 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,870 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 315 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,877 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 170 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,810 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 240 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,900 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 680 000     , 5 Bedrooms , 4 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 515 000     , 3 Bedrooms , 2 Bathrooms , Houses ,880 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 210 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 285 000     , 3 Bedrooms , 1 Bathroom , Houses ,750 sq.ft
Kuala-Lumpur,     Taman Permata    ,    RM 545 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 890 000     , 3 Bedrooms , 3 Bathrooms , Houses ,2400 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 370 000     , 2 Bedrooms , 1 Bathroom , Apartments ,657 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 000 000     , 4 Bedrooms , 4 Bathrooms , Apartments ,1759 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 200 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 1 800 000     , 5 Bedrooms , 5 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 620 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1476 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 358 888     , 2 Bedrooms , 2 Bathrooms , Apartments ,945 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 453 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,990 sq.ft
Kuala-Lumpur,     Old Klang Road    ,    RM 750 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,874 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 160 000     , 2 Bedrooms , 1 Bathroom , Apartments ,530 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 250 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1050 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 985 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1470 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 430 000     , 3 Bedrooms , 1 Bathroom , Houses ,800 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 3 100 000     , 5 Bedrooms , 7 Bathrooms , Houses ,5553 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 190 000     , 2 Bedrooms , 1 Bathroom , Houses ,549 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 490 740     , 4 Bedrooms , 4 Bathrooms , Houses ,2687 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 350 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1328 sq.ft
Kuala-Lumpur,     Ampang Hilir    ,    RM 540 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1253 sq.ft
Kuala-Lumpur,     Bandar Menjalara    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,818 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 380 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1250 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 540 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1253 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 490 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,948 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 330 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,896 sq.ft
Kuala-Lumpur,     Jalan Ipoh    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,903 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 100 000     , 6 Bedrooms , 5 Bathrooms , Houses ,3400 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 539 000     , 4 Bedrooms , 4 Bathrooms , Houses ,3164 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 790 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1540 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 340 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1138 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 300 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,829 sq.ft
Kuala-Lumpur,     Sentul    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1060 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 650 000     , 7 Bedrooms , 5 Bathrooms , Houses ,4250 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 430 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,936 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1138 sq.ft
Kuala-Lumpur,     Sri Damansara    ,    RM 397 000     , 3 Bedrooms , 3 Bathrooms , Houses ,1500 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 460 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1417 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 071 112     , 5 Bedrooms , 6 Bathrooms , Apartments ,2266 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 463 950     , 4 Bedrooms , 2 Bathrooms , Apartments ,1031 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 160 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 1 100 000     , 4 Bedrooms , 4 Bathrooms , Houses ,2875 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 388 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1034 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 500 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1400 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 230 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,650 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 458 888     , 4 Bedrooms , 4 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 390 000     , 4 Bedrooms , 2 Bathrooms , Apartments ,1080 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 920 000     , 5 Bedrooms , 4 Bathrooms , Houses ,3200 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 638 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,814 sq.ft
Kuala-Lumpur,     Salak Selatan    ,    RM 688 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1025 sq.ft
Kuala-Lumpur,     Kuchai Lama    ,    RM 599 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1400 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 190 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,855 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,832 sq.ft
Kuala-Lumpur,     Bangsar    ,    RM 6 800 000     , 6 Bedrooms , 6 Bathrooms , Houses ,8078 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 930 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2045 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 430 000     , 3 Bedrooms , 1 Bathroom , Houses ,800 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 285 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,850 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 265 000     , 2 Bedrooms , 3 Bathrooms , Apartments ,967 sq.ft
Kuala-Lumpur,     Segambut    ,    RM 645 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1643 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 649 000     , 5 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     KLCC    ,    RM 1 400 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1485 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 820 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1636 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 263 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,952 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 630 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1468 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1207 sq.ft
Kuala-Lumpur,     Pandan Jaya    ,    RM 150 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 208 800     , 3 Bedrooms , 2 Bathrooms , Apartments ,760 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 2 250 000     , 4 Bedrooms , 4 Bathrooms , Houses ,4500 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,770 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 350 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1020 sq.ft
Kuala-Lumpur,     Gombak    ,    RM 168 000     , 3 Bedrooms , 1 Bathroom , Apartments ,755 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 170 000     , 2 Bedrooms , 1 Bathroom , Apartments ,560 sq.ft
Kuala-Lumpur,     Sungai Besi    ,    RM 369 999     , 4 Bedrooms , 2 Bathrooms , Apartments ,1240 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 530 000     , 3 Bedrooms , 3 Bathrooms , Apartments ,1280 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 430 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,700 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 1 600 000     , 7 Bedrooms , 4 Bathrooms , Apartments ,3600 sq.ft
Kuala-Lumpur,     Mont Kiara    ,    RM 1 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1839 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 370 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,960 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,714 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 278 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,783 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 225 000     , 3 Bedrooms , 1 Bathroom , Apartments ,653 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 155 000     , 1 Bedroom , 1 Bathroom , Apartments ,500 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 170 000     , 3 Bedrooms , 1 Bathroom , Apartments ,533 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 315 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,750 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 280 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1013 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 450 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1899 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 1 850 000     , 5 Bedrooms , 5 Bathrooms , Houses ,3680 sq.ft
Kuala-Lumpur,     Sri Petaling    ,    RM 380 000     , 2 Bedrooms , 2 Bathrooms , Houses ,960 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 680 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2340 sq.ft
Kuala-Lumpur,     Jalan Kuching    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1055 sq.ft
Kuala-Lumpur,     Pandan Indah    ,    RM 398 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1760 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 580 000     , 4 Bedrooms , 3 Bathrooms , Apartments ,1292 sq.ft
Kuala-Lumpur,     Kepong    ,    RM 400 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1010 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 429 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1345 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 3 000 000     , 8 Bedrooms , 8 Bathrooms , Houses ,5457 sq.ft
Kuala-Lumpur,     Puchong    ,    RM 418 000     , 4 Bedrooms , 3 Bathrooms , Houses ,2200 sq.ft
Kuala-Lumpur,     Keramat    ,    RM 750 000     , 3 Bedrooms , 2 Bathrooms , Houses ,3875 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 700 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1760 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 220 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,646 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 238 000     , 3 Bedrooms , 2 Bathrooms , Houses ,950 sq.ft
Kuala-Lumpur,     KL City    ,    RM 410 000     , 1 Bedroom , 1 Bathroom , Apartments ,466 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 468 000     , 3 Bedrooms , 2 Bathrooms , Houses ,1300 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,660 sq.ft
Kuala-Lumpur,     Cheras    ,    RM 235 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,660 sq.ft
Kuala-Lumpur,     Bukit Jalil    ,    RM 680 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,1232 sq.ft
Kuala-Lumpur,     Setapak    ,    RM 440 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,908 sq.ft
Kuala-Lumpur,     Taman Melawati    ,    RM 3 100 000     , 7 Bedrooms , 8 Bathrooms , Houses ,8051 sq.ft
Kuala-Lumpur,     Desa Petaling    ,    RM 139 000     , 2 Bedrooms , 1 Bathroom , Apartments ,600 sq.ft
Kuala-Lumpur,     Wangsa Maju    ,    RM 320 000     , 3 Bedrooms , 2 Bathrooms , Apartments ,862 sq.ft
Kuala-Lumpur,     Taman Desa    ,    RM 600 000     , 2 Bedrooms , 2 Bathrooms , Apartments ,1300 sq.ft
Kuala-Lumpur,     Setiawangsa    ,    RM 1 100 000     , 4 Bedrooms , 3 Bathrooms , Houses ,1650 sq.ft
